,id,timestamp,sharpe_ratio,max_drawdown,tracking_jitter,oos_degradation,sortino,calmar,var_95,pareto_rank,dna_vector
0,7,2026-08-13 16:55:04,19.476830183644,3.4030041010119207,21.306158418273473,0,17.575563663894908,361.6291013484648,-0.005715501373745932,0,"[1.0, 39.54947271832561, 0.0045793890333823955, 0.86473574538719]"
1,10,2026-08-13 17:48:21,18.165535209646567,1.6772622810929578,21.306558491314334,0,16.993767388203278,335.6226251576179,-0.002794631422863246,0,"[1.0, 40.274762378963985, 0.0038074780162152427, 0.42281814463956013]"
2,5,2026-08-13 16:10:29,16.800693763008972,1.8269529063365177,21.287574784548852,0,15.711289064775606,394.74938604551386,-0.003577983620051039,0,"[1.0, 36.87253540659422, 0.0038766695660549435, 0.4610825695288927]"
3,4,2026-08-13 16:10:21,16.741621019293984,3.3024093021591483,21.287655227554747,0,15.824402923163445,395.9984947862124,-0.006299199204045905,0,"[1.0, 36.76239247209143, 0.002954637595692507, 0.8389283526860214]"
4,11,2026-08-13 17:48:50,16.741228865232856,3.2870250184601555,21.289427898944663,0,15.824077614632566,395.9707528772444,-0.006269568098882232,0,"[1.0, 37.12558369949217, 0.0032319867155910756, 0.8349820773837162]"
5,9,2026-08-13 17:13:50,13.592193485128874,4.49666330261327,20.896019983464807,0,13.090674945588141,257.257196509038,-0.007525177091689662,0,"[1.0, 32.64140938976635, 0.0017553086230360044, 0.948849052868865]"
6,12,2026-08-13 20:23:41,9.057200404722524,1.9661468064643213,17.98248813640086,0,10.669117636763296,82.57837821343729,-0.002110063135528588,0,"[1.0, 47.59074528852435, 0.0007805617222436063, 0.19793188199486828]"
7,1,2026-08-13 16:09:37,4.582215372949033,0.011264372815081003,2.2292927252643624,0,7717022276682414,130.16990743909057,0,0,"[1.0, 12.032588537461814, 0.001662989679690207, 0.5028663470695744]"
8,2,2026-08-13 16:09:53,2.9386833017925795,0.09984885464731086,2.176776027632415,0,0.7791715549257796,25.080774697301475,0,0,"[1.0, 20.454486960610414, 0.0033771818327448457, 0.7974658106071546]"
9,3,2026-08-13 16:10:06,2.2521025299233934,0.1714725408054241,2.258455278475523,0,0.3384685381580139,10.383631253828359,0,0,"[1.0, 22.011709046887933, 0.0028679226167042473, 0.6844381533381682]"
10,6,2026-08-13 16:54:57,0,0,2.244464098901863,0,0,0,0,1,"[1.0, 15.066702028458643, 0.004829339720737298, 0.3775452112801384]"
11,8,2026-08-13 17:13:42,0,0,2.27557711137428,0,0,0,0,1,"[1.0, 25.254665188248186, 0.004668867665330201, 0.49225088382035964]"
